cod_RS;Cod_IBGE;Cod_Tabnet;nome_MUN;nome_RS;sigla_UF;pop_regiao
11005;1100015;110001;Alta Floresta D'Oeste;Zona da Mata;RO;135877
11001;1100023;110002;Ariquemes;Vale do Jamari;RO;274136
11006;1100031;110003;Cabixi;Cone Sul;RO;158113
11002;1100049;110004;Cacoal;Café;RO;172081
11006;1100056;110005;Cerejeiras;Cone Sul;RO;158113
11006;1100064;110006;Colorado do Oeste;Cone Sul;RO;158113
11006;1100072;110007;Corumbiara;Cone Sul;RO;158113
11007;1100080;110008;Costa Marques;Vale do Guaporé;RO;50453
11002;1100098;110009;Espigão D'Oeste;Café;RO;172081
11004;1100106;110010;Guajará-Mirim;Madeira-Mamoré;RO;643452
11003;1100114;110011;Jaru;Central;RO;343113
11003;1100122;110012;Ji-Paraná;Central;RO;343113
11001;1100130;110013;Machadinho D'Oeste;Vale do Jamari;RO;274136
11005;1100148;110014;Nova Brasilândia D'Oeste;Zona da Mata;RO;135877
11003;1100155;110015;Ouro Preto do Oeste;Central;RO;343113
11002;1100189;110018;Pimenta Bueno;Café;RO;172081
11004;1100205;110020;Porto Velho;Madeira-Mamoré;RO;643452
11003;1100254;110025;Presidente Médici;Central;RO;343113
11001;1100262;110026;Rio Crespo;Vale do Jamari;RO;274136
11005;1100288;110028;Rolim de Moura;Zona da Mata;RO;135877
11005;1100296;110029;Santa Luzia D'Oeste;Zona da Mata;RO;135877
11006;1100304;110030;Vilhena;Cone Sul;RO;158113
11003;1100320;110032;São Miguel do Guaporé;Central;RO;343113
11004;1100338;110033;Nova Mamoré;Madeira-Mamoré;RO;643452
11003;1100346;110034;Alvorada D'Oeste;Central;RO;343113
11005;1100379;110037;Alto Alegre dos Parecis;Zona da Mata;RO;135877
11001;1100403;110040;Alto Paraíso;Vale do Jamari;RO;274136
11001;1100452;110045;Buritis;Vale do Jamari;RO;274136
11005;1100502;110050;Novo Horizonte do Oeste;Zona da Mata;RO;135877
11001;1100601;110060;Cacaulândia;Vale do Jamari;RO;274136
11001;1100700;110070;Campo Novo de Rondônia;Vale do Jamari;RO;274136
11004;1100809;110080;Candeias do Jamari;Madeira-Mamoré;RO;643452
11005;1100908;110090;Castanheiras;Zona da Mata;RO;135877
11006;1100924;110092;Chupinguaia;Cone Sul;RO;158113
11001;1100940;110094;Cujubim;Vale do Jamari;RO;274136
11003;1101005;110100;Governador Jorge Teixeira;Central;RO;343113
11004;1101104;110110;Itapuã do Oeste;Madeira-Mamoré;RO;643452
11002;1101203;110120;Ministro Andreazza;Café;RO;172081
11003;1101302;110130;Mirante da Serra;Central;RO;343113
11001;1101401;110140;Monte Negro;Vale do Jamari;RO;274136
11003;1101435;110143;Nova União;Central;RO;343113
11005;1101450;110145;Parecis;Zona da Mata;RO;135877
11006;1101468;110146;Pimenteiras do Oeste;Cone Sul;RO;158113
11002;1101476;110147;Primavera de Rondônia;Café;RO;172081
11002;1101484;110148;São Felipe D'Oeste;Café;RO;172081
11007;1101492;110149;São Francisco do Guaporé;Vale do Guaporé;RO;50453
11007;1101500;110150;Seringueiras;Vale do Guaporé;RO;50453
11003;1101559;110155;Teixeirópolis;Central;RO;343113
11003;1101609;110160;Theobroma;Central;RO;343113
11003;1101708;110170;Urupá;Central;RO;343113
11003;1101757;110175;Vale do Anari;Central;RO;343113
11003;1101807;110180;Vale do Paraíso;Central;RO;343113
12002;1200013;120001;Acrelândia;Baixo Acre e Purus;AC;576027
12001;1200054;120005;Assis Brasil;Alto Acre;AC;71429
12001;1200104;120010;Brasiléia;Alto Acre;AC;71429
12002;1200138;120013;Bujari;Baixo Acre e Purus;AC;576027
12002;1200179;120017;Capixaba;Baixo Acre e Purus;AC;576027
12003;1200203;120020;Cruzeiro do Sul;Juruá e Tarauacá/Envira;AC;234479
12001;1200252;120025;Epitaciolândia;Alto Acre;AC;71429
12003;1200302;120030;Feijó;Juruá e Tarauacá/Envira;AC;234479
12002;1200328;120032;Jordão;Baixo Acre e Purus;AC;576027
12003;1200336;120033;Mâncio Lima;Juruá e Tarauacá/Envira;AC;234479
12002;1200344;120034;Manoel Urbano;Baixo Acre e Purus;AC;576027
12003;1200351;120035;Marechal Thaumaturgo;Juruá e Tarauacá/Envira;AC;234479
12002;1200385;120038;Plácido de Castro;Baixo Acre e Purus;AC;576027
12003;1200393;120039;Porto Walter;Juruá e Tarauacá/Envira;AC;234479
12002;1200401;120040;Rio Branco;Baixo Acre e Purus;AC;576027
12003;1200427;120042;Rodrigues Alves;Juruá e Tarauacá/Envira;AC;234479
12002;1200435;120043;Santa Rosa do Purus;Baixo Acre e Purus;AC;576027
12002;1200450;120045;Senador Guiomard;Baixo Acre e Purus;AC;576027
12002;1200500;120050;Sena Madureira;Baixo Acre e Purus;AC;576027
12003;1200609;120060;Tarauacá;Juruá e Tarauacá/Envira;AC;234479
12001;1200708;120070;Xapuri;Alto Acre;AC;71429
12002;1200807;120080;Porto Acre;Baixo Acre e Purus;AC;576027
13008;1300029;130002;Alvarães;Triângulo;AM;125121
13009;1300060;130006;Amaturá;Alto Solimões;AM;251867
13002;1300086;130008;Anamã;Rio Negro e Solimões;AM;297949
13002;1300102;130010;Anori;Rio Negro e Solimões;AM;297949
13003;1300144;130014;Apuí;Rio Madeira;AM;199609
13009;1300201;130020;Atalaia do Norte;Alto Solimões;AM;251867
13001;1300300;130030;Autazes;Entorno Manaus e Alto Rio Negro;AM;2576049
13001;1300409;130040;Barcelos;Entorno Manaus e Alto Rio Negro;AM;2576049
13005;1300508;130050;Barreirinha;Baixo Amazonas;AM;250599
13009;1300607;130060;Benjamin Constant;Alto Solimões;AM;251867
13002;1300631;130063;Beruri;Rio Negro e Solimões;AM;297949
13005;1300680;130068;Boa Vista do Ramos;Baixo Amazonas;AM;250599
13006;1300706;130070;Boca do Acre;Regional Purus;AM;132588
13003;1300805;130080;Borba;Rio Madeira;AM;199609
13002;1300839;130083;Caapiranga;Rio Negro e Solimões;AM;297949
13006;1300904;130090;Canutama;Regional Purus;AM;132588
13007;1301001;130100;Carauari;Regional Juruá;AM;137818
13001;1301100;130110;Careiro;Entorno Manaus e Alto Rio Negro;AM;2576049
13001;1301159;130115;Careiro da Várzea;Entorno Manaus e Alto Rio Negro;AM;2576049
13002;1301209;130120;Coari;Rio Negro e Solimões;AM;297949
13002;1301308;130130;Codajás;Rio Negro e Solimões;AM;297949
13007;1301407;130140;Eirunepé;Regional Juruá;AM;137818
13007;1301506;130150;Envira;Regional Juruá;AM;137818
13009;1301605;130160;Fonte Boa;Alto Solimões;AM;251867
13007;1301654;130165;Guajará;Regional Juruá;AM;137818
13003;1301704;130170;Humaitá;Rio Madeira;AM;199609
13007;1301803;130180;Ipixuna;Regional Juruá;AM;137818
13001;1301852;130185;Iranduba;Entorno Manaus e Alto Rio Negro;AM;2576049
13004;1301902;130190;Itacoatiara;Médio Amazonas;AM;172997
13007;1301951;130195;Itamarati;Regional Juruá;AM;137818
13004;1302009;130200;Itapiranga;Médio Amazonas;AM;172997
13008;1302108;130210;Japurá;Triângulo;AM;125121
13008;1302207;130220;Juruá;Triângulo;AM;125121
13009;1302306;130230;Jutaí;Alto Solimões;AM;251867
13006;1302405;130240;Lábrea;Regional Purus;AM;132588
13002;1302504;130250;Manacapuru;Rio Negro e Solimões;AM;297949
13001;1302553;130255;Manaquiri;Entorno Manaus e Alto Rio Negro;AM;2576049
13001;1302603;130260;Manaus;Entorno Manaus e Alto Rio Negro;AM;2576049
13003;1302702;130270;Manicoré;Rio Madeira;AM;199609
13008;1302801;130280;Maraã;Triângulo;AM;125121
13005;1302900;130290;Maués;Baixo Amazonas;AM;250599
13005;1303007;130300;Nhamundá;Baixo Amazonas;AM;250599
13001;1303106;130310;Nova Olinda do Norte;Entorno Manaus e Alto Rio Negro;AM;2576049
13002;1303205;130320;Novo Airão;Rio Negro e Solimões;AM;297949
13003;1303304;130330;Novo Aripuanã;Rio Madeira;AM;199609
13005;1303403;130340;Parintins;Baixo Amazonas;AM;250599
13006;1303502;130350;Pauini;Regional Purus;AM;132588
13001;1303536;130353;Presidente Figueiredo;Entorno Manaus e Alto Rio Negro;AM;2576049
13001;1303569;130356;Rio Preto da Eva;Entorno Manaus e Alto Rio Negro;AM;2576049
13001;1303601;130360;Santa Isabel do Rio Negro;Entorno Manaus e Alto Rio Negro;AM;2576049
13009;1303700;130370;Santo Antônio do Içá;Alto Solimões;AM;251867
13001;1303809;130380;São Gabriel da Cachoeira;Entorno Manaus e Alto Rio Negro;AM;2576049
13009;1303908;130390;São Paulo de Olivença;Alto Solimões;AM;251867
13004;1303957;130395;São Sebastião do Uatumã;Médio Amazonas;AM;172997
13004;1304005;130400;Silves;Médio Amazonas;AM;172997
13009;1304062;130406;Tabatinga;Alto Solimões;AM;251867
13006;1304104;130410;Tapauá;Regional Purus;AM;132588
13008;1304203;130420;Tefé;Triângulo;AM;125121
13009;1304237;130423;Tonantins;Alto Solimões;AM;251867
13008;1304260;130426;Uarini;Triângulo;AM;125121
13004;1304302;130430;Urucará;Médio Amazonas;AM;172997
13004;1304401;130440;Urucurituba;Médio Amazonas;AM;172997
14001;1400027;140002;Amajari;Centro Norte;RR;515366
14001;1400050;140005;Alto Alegre;Centro Norte;RR;515366
14001;1400100;140010;Boa Vista;Centro Norte;RR;515366
14001;1400159;140015;Bonfim;Centro Norte;RR;515366
14001;1400175;140017;Cantá;Centro Norte;RR;515366
14002;1400209;140020;Caracaraí;Sul;RR;90395
14002;1400233;140023;Caroebe;Sul;RR;90395
14002;1400282;140028;Iracema;Sul;RR;90395
14001;1400308;140030;Mucajaí;Centro Norte;RR;515366
14001;1400407;140040;Normandia;Centro Norte;RR;515366
14001;1400456;140045;Pacaraima;Centro Norte;RR;515366
14002;1400472;140047;Rorainópolis;Sul;RR;90395
14002;1400506;140050;São João da Baliza;Sul;RR;90395
14002;1400605;140060;São Luiz;Sul;RR;90395
14001;1400704;140070;Uiramutã;Centro Norte;RR;515366
15011;1500107;150010;Abaetetuba;Tocantins;PA;705089
15003;1500131;150013;Abel Figueiredo;Carajás;PA;875232
15007;1500206;150020;Acará;Metropolitana II;PA;367592
15013;1500305;150030;Afuá;Marajó I;PA;244027
15001;1500347;150034;Água Azul do Norte;Araguaia;PA;566682
15002;1500404;150040;Alenquer;Baixo Amazonas;PA;771715
15002;1500503;150050;Almeirim;Baixo Amazonas;PA;771715
15012;1500602;150060;Altamira;Xingu;PA;350276
15014;1500701;150070;Anajás;Marajó II;PA;320172
15006;1500800;150080;Ananindeua;Metropolitana I;PA;2238680
15012;1500859;150085;Anapu;Xingu;PA;350276
15009;1500909;150090;Augusto Corrêa;Rio Caetés;PA;541251
15008;1500958;150095;Aurora do Pará;Metropolitana III;PA;939421
15010;1501006;150100;Aveiro;Tapajós;PA;221135
15014;1501105;150110;Bagre;Marajó II;PA;320172
15011;1501204;150120;Baião;Tocantins;PA;705089
15001;1501253;150125;Bannach;Araguaia;PA;566682
15011;1501303;150130;Barcarena;Tocantins;PA;705089
15006;1501402;150140;Belém;Metropolitana I;PA;2238680
15002;1501451;150145;Belterra;Baixo Amazonas;PA;771715
15006;1501501;150150;Benevides;Metropolitana I;PA;2238680
15003;1501576;150157;Bom Jesus do Tocantins;Carajás;PA;875232
15009;1501600;150160;Bonito;Rio Caetés;PA;541251
15009;1501709;150170;Bragança;Rio Caetés;PA;541251
15012;1501725;150172;Brasil Novo;Xingu;PA;350276
15003;1501758;150175;Brejo Grande do Araguaia;Carajás;PA;875232
15004;1501782;150178;Breu Branco;Lago de Tucuruí;PA;461593
15014;1501808;150180;Breves;Marajó II;PA;320172
15007;1501907;150190;Bujaru;Metropolitana II;PA;367592
15009;1501956;150195;Cachoeira do Piriá;Rio Caetés;PA;541251
15013;1502004;150200;Cachoeira do Arari;Marajó I;PA;244027
15011;1502103;150210;Cametá;Tocantins;PA;705089
15003;1502152;150215;Canaã dos Carajás;Carajás;PA;875232
15009;1502202;150220;Capanema;Rio Caetés;PA;541251
15008;1502301;150230;Capitão Poço;Metropolitana III;PA;939421
15008;1502400;150240;Castanhal;Metropolitana III;PA;939421
15013;1502509;150250;Chaves;Marajó I;PA;244027
15007;1502608;150260;Colares;Metropolitana II;PA;367592
15001;1502707;150270;Conceição do Araguaia;Araguaia;PA;566682
15007;1502756;150275;Concórdia do Pará;Metropolitana II;PA;367592
15001;1502764;150276;Cumaru do Norte;Araguaia;PA;566682
15003;1502772;150277;Curionópolis;Carajás;PA;875232
15014;1502806;150280;Curralinho;Marajó II;PA;320172
15002;1502855;150285;Curuá;Baixo Amazonas;PA;771715
15008;1502905;150290;Curuçá;Metropolitana III;PA;939421
15003;1502939;150293;Dom Eliseu;Carajás;PA;875232
15003;1502954;150295;Eldorado dos Carajás;Carajás;PA;875232
15002;1503002;150300;Faro;Baixo Amazonas;PA;771715
15001;1503044;150304;Floresta do Araguaia;Araguaia;PA;566682
15008;1503077;150307;Garrafão do Norte;Metropolitana III;PA;939421
15004;1503093;150309;Goianésia do Pará;Lago de Tucuruí;PA;461593
15014;1503101;150310;Gurupá;Marajó II;PA;320172
15008;1503200;150320;Igarapé-Açu;Metropolitana III;PA;939421
15011;1503309;150330;Igarapé-Miri;Tocantins;PA;705089
15008;1503408;150340;Inhangapi;Metropolitana III;PA;939421
15008;1503457;150345;Ipixuna do Pará;Metropolitana III;PA;939421
15008;1503507;150350;Irituia;Metropolitana III;PA;939421
15010;1503606;150360;Itaituba;Tapajós;PA;221135
15003;1503705;150370;Itupiranga;Carajás;PA;875232
15010;1503754;150375;Jacareacanga;Tapajós;PA;221135
15004;1503804;150380;Jacundá;Lago de Tucuruí;PA;461593
15002;1503903;150390;Juruti;Baixo Amazonas;PA;771715
15011;1504000;150400;Limoeiro do Ajuru;Tocantins;PA;705089
15008;1504059;150405;Mãe do Rio;Metropolitana III;PA;939421
15008;1504109;150410;Magalhães Barata;Metropolitana III;PA;939421
15003;1504208;150420;Marabá;Carajás;PA;875232
15008;1504307;150430;Maracanã;Metropolitana III;PA;939421
15008;1504406;150440;Marapanim;Metropolitana III;PA;939421
15006;1504422;150442;Marituba;Metropolitana I;PA;2238680
15012;1504455;150445;Medicilândia;Xingu;PA;350276
15014;1504505;150450;Melgaço;Marajó II;PA;320172
15011;1504604;150460;Mocajuba;Tocantins;PA;705089
15011;1504703;150470;Moju;Tocantins;PA;705089
15002;1504752;150475;Mojuí dos Campos;Baixo Amazonas;PA;771715
15002;1504802;150480;Monte Alegre;Baixo Amazonas;PA;771715
15013;1504901;150490;Muaná;Marajó I;PA;244027
15008;1504950;150495;Nova Esperança do Piriá;Metropolitana III;PA;939421
15003;1504976;150497;Nova Ipixuna;Carajás;PA;875232
15009;1505007;150500;Nova Timboteua;Rio Caetés;PA;541251
15010;1505031;150503;Novo Progresso;Tapajós;PA;221135
15004;1505064;150506;Novo Repartimento;Lago de Tucuruí;PA;461593
15002;1505106;150510;Óbidos;Baixo Amazonas;PA;771715
15011;1505205;150520;Oeiras do Pará;Tocantins;PA;705089
15002;1505304;150530;Oriximiná;Baixo Amazonas;PA;771715
15009;1505403;150540;Ourém;Rio Caetés;PA;541251
15001;1505437;150543;Ourilândia do Norte;Araguaia;PA;566682
15012;1505486;150548;Pacajá;Xingu;PA;350276
15003;1505494;150549;Palestina do Pará;Carajás;PA;875232
15008;1505502;150550;Paragominas;Metropolitana III;PA;939421
15003;1505536;150553;Parauapebas;Carajás;PA;875232
15001;1505551;150555;Pau D'Arco;Araguaia;PA;566682
15009;1505601;150560;Peixe-Boi;Rio Caetés;PA;541251
15003;1505635;150563;Piçarra;Carajás;PA;875232
15002;1505650;150565;Placas;Baixo Amazonas;PA;771715
15013;1505700;150570;Ponta de Pedras;Marajó I;PA;244027
15014;1505809;150580;Portel;Marajó II;PA;320172
15012;1505908;150590;Porto de Moz;Xingu;PA;350276
15002;1506005;150600;Prainha;Baixo Amazonas;PA;771715
15009;1506104;150610;Primavera;Rio Caetés;PA;541251
15009;1506112;150611;Quatipuru;Rio Caetés;PA;541251
15001;1506138;150613;Redenção;Araguaia;PA;566682
15001;1506161;150616;Rio Maria;Araguaia;PA;566682
15003;1506187;150618;Rondon do Pará;Carajás;PA;875232
15010;1506195;150619;Rurópolis;Tapajós;PA;221135
15009;1506203;150620;Salinópolis;Rio Caetés;PA;541251
15013;1506302;150630;Salvaterra;Marajó I;PA;244027
15006;1506351;150635;Santa Bárbara do Pará;Metropolitana I;PA;2238680
15013;1506401;150640;Santa Cruz do Arari;Marajó I;PA;244027
15007;1506500;150650;Santa Izabel do Pará;Metropolitana II;PA;367592
15009;1506559;150655;Santa Luzia do Pará;Rio Caetés;PA;541251
15001;1506583;150658;Santa Maria das Barreiras;Araguaia;PA;566682
15008;1506609;150660;Santa Maria do Pará;Metropolitana III;PA;939421
15001;1506708;150670;Santana do Araguaia;Araguaia;PA;566682
15002;1506807;150680;Santarém;Baixo Amazonas;PA;771715
15009;1506906;150690;Santarém Novo;Rio Caetés;PA;541251
15007;1507003;150700;Santo Antônio do Tauá;Metropolitana II;PA;367592
15007;1507102;150710;São Caetano de Odivelas;Metropolitana II;PA;367592
15003;1507151;150715;São Domingos do Araguaia;Carajás;PA;875232
15008;1507201;150720;São Domingos do Capim;Metropolitana III;PA;939421
15001;1507300;150730;São Félix do Xingu;Araguaia;PA;566682
15008;1507409;150740;São Francisco do Pará;Metropolitana III;PA;939421
15003;1507458;150745;São Geraldo do Araguaia;Carajás;PA;875232
15008;1507466;150746;São João da Ponta;Metropolitana III;PA;939421
15009;1507474;150747;São João de Pirabas;Rio Caetés;PA;541251
15003;1507508;150750;São João do Araguaia;Carajás;PA;875232
15008;1507607;150760;São Miguel do Guamá;Metropolitana III;PA;939421
15013;1507706;150770;São Sebastião da Boa Vista;Marajó I;PA;244027
15001;1507755;150775;Sapucaia;Araguaia;PA;566682
15012;1507805;150780;Senador José Porfírio;Xingu;PA;350276
15013;1507904;150790;Soure;Marajó I;PA;244027
15004;1507953;150795;Tailândia;Lago de Tucuruí;PA;461593
15008;1507961;150796;Terra Alta;Metropolitana III;PA;939421
15002;1507979;150797;Terra Santa;Baixo Amazonas;PA;771715
15007;1508001;150800;Tomé-Açu;Metropolitana II;PA;367592
15009;1508035;150803;Tracuateua;Rio Caetés;PA;541251
15010;1508050;150805;Trairão;Tapajós;PA;221135
15001;1508084;150808;Tucumã;Araguaia;PA;566682
15004;1508100;150810;Tucuruí;Lago de Tucuruí;PA;461593
15008;1508126;150812;Ulianópolis;Metropolitana III;PA;939421
15012;1508159;150815;Uruará;Xingu;PA;350276
15007;1508209;150820;Vigia;Metropolitana II;PA;367592
15009;1508308;150830;Viseu;Rio Caetés;PA;541251
15012;1508357;150835;Vitória do Xingu;Xingu;PA;350276
15001;1508407;150840;Xinguara;Araguaia;PA;566682
16001;1600055;160005;Serra do Navio;Área Central;AP;566463
16002;1600105;160010;Amapá;Área Norte;AP;69931
16001;1600154;160015;Pedra Branca do Amapari;Área Central;AP;566463
16002;1600204;160020;Calçoene;Área Norte;AP;69931
16001;1600212;160021;Cutias;Área Central;AP;566463
16001;1600238;160023;Ferreira Gomes;Área Central;AP;566463
16001;1600253;160025;Itaubal;Área Central;AP;566463
16003;1600279;160027;Laranjal do Jari;Área Sudoeste;AP;209337
16001;1600303;160030;Macapá;Área Central;AP;566463
16003;1600402;160040;Mazagão;Área Sudoeste;AP;209337
16002;1600501;160050;Oiapoque;Área Norte;AP;69931
16001;1600535;160053;Porto Grande;Área Central;AP;566463
16002;1600550;160055;Pracuúba;Área Norte;AP;69931
16003;1600600;160060;Santana;Área Sudoeste;AP;209337
16002;1600709;160070;Tartarugalzinho;Área Norte;AP;69931
16003;1600808;160080;Vitória do Jari;Área Sudoeste;AP;209337
17007;1700251;170025;Abreulândia;Cantão;TO;130124
17002;1700301;170030;Aguiarnópolis;Bico do Papagaio;TO;209796
17005;1700350;170035;Aliança do Tocantins;Ilha do Bananal;TO;184257
17003;1700400;170040;Almas;Sudeste;TO;98597
17005;1700707;170070;Alvorada;Ilha do Bananal;TO;184257
17002;1701002;170100;Ananás;Bico do Papagaio;TO;209796
17002;1701051;170105;Angico;Bico do Papagaio;TO;209796
17006;1701101;170110;Aparecida do Rio Negro;Capim Dourado;TO;375033
17001;1701309;170130;Aragominas;Médio Norte Araguaia;TO;301862
17007;1701903;170190;Araguacema;Cantão;TO;130124
17005;1702000;170200;Araguaçu;Ilha do Bananal;TO;184257
17001;1702109;170210;Araguaína;Médio Norte Araguaia;TO;301862
17001;1702158;170215;Araguanã;Médio Norte Araguaia;TO;301862
17002;1702208;170220;Araguatins;Bico do Papagaio;TO;209796
17004;1702307;170230;Arapoema;Cerrado Tocantins Araguaia;TO;161802
17003;1702406;170240;Arraias;Sudeste;TO;98597
17002;1702554;170255;Augustinópolis;Bico do Papagaio;TO;209796
17003;1702703;170270;Aurora do Tocantins;Sudeste;TO;98597
17002;1702901;170290;Axixá do Tocantins;Bico do Papagaio;TO;209796
17001;1703008;170300;Babaçulândia;Médio Norte Araguaia;TO;301862
17004;1703057;170305;Bandeirantes do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17001;1703073;170307;Barra do Ouro;Médio Norte Araguaia;TO;301862
17007;1703107;170310;Barrolândia;Cantão;TO;130124
17004;1703206;170320;Bernardo Sayão;Cerrado Tocantins Araguaia;TO;161802
17004;1703305;170330;Bom Jesus do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17004;1703602;170360;Brasilândia do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17008;1703701;170370;Brejinho de Nazaré;Amor Perfeito;TO;111395
17002;1703800;170380;Buriti do Tocantins;Bico do Papagaio;TO;209796
17002;1703826;170382;Cachoeirinha;Bico do Papagaio;TO;209796
17001;1703842;170384;Campos Lindos;Médio Norte Araguaia;TO;301862
17005;1703867;170386;Cariri do Tocantins;Ilha do Bananal;TO;184257
17001;1703883;170388;Carmolândia;Médio Norte Araguaia;TO;301862
17002;1703891;170389;Carrasco Bonito;Bico do Papagaio;TO;209796
17007;1703909;170390;Caseara;Cantão;TO;130124
17004;1704105;170410;Centenário;Cerrado Tocantins Araguaia;TO;161802
17007;1704600;170460;Chapada de Areia;Cantão;TO;130124
17008;1705102;170510;Chapada da Natividade;Amor Perfeito;TO;111395
17004;1705508;170550;Colinas do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17003;1705557;170555;Combinado;Sudeste;TO;98597
17003;1705607;170560;Conceição do Tocantins;Sudeste;TO;98597
17004;1706001;170600;Couto Magalhães;Cerrado Tocantins Araguaia;TO;161802
17007;1706100;170610;Cristalândia;Cantão;TO;130124
17005;1706258;170625;Crixás do Tocantins;Ilha do Bananal;TO;184257
17001;1706506;170650;Darcinópolis;Médio Norte Araguaia;TO;301862
17003;1707009;170700;Dianópolis;Sudeste;TO;98597
17007;1707108;170710;Divinópolis do Tocantins;Cantão;TO;130124
17007;1707207;170720;Dois Irmãos do Tocantins;Cantão;TO;130124
17005;1707306;170730;Dueré;Ilha do Bananal;TO;184257
17002;1707405;170740;Esperantina;Bico do Papagaio;TO;209796
17008;1707553;170755;Fátima;Amor Perfeito;TO;111395
17005;1707652;170765;Figueirópolis;Ilha do Bananal;TO;184257
17001;1707702;170770;Filadélfia;Médio Norte Araguaia;TO;301862
17005;1708205;170820;Formoso do Araguaia;Ilha do Bananal;TO;184257
17006;1708254;170825;Fortaleza do Tabocão;Capim Dourado;TO;375033
17004;1708304;170830;Goianorte;Cerrado Tocantins Araguaia;TO;161802
17001;1709005;170900;Goiatins;Médio Norte Araguaia;TO;301862
17004;1709302;170930;Guaraí;Cerrado Tocantins Araguaia;TO;161802
17005;1709500;170950;Gurupi;Ilha do Bananal;TO;184257
17008;1709807;170980;Ipueiras;Amor Perfeito;TO;111395
17004;1710508;171050;Itacajá;Cerrado Tocantins Araguaia;TO;161802
17002;1710706;171070;Itaguatins;Bico do Papagaio;TO;209796
17004;1710904;171090;Itapiratins;Cerrado Tocantins Araguaia;TO;161802
17004;1711100;171110;Itaporã do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17005;1711506;171150;Jaú do Tocantins;Ilha do Bananal;TO;184257
17004;1711803;171180;Juarina;Cerrado Tocantins Araguaia;TO;161802
17007;1711902;171190;Lagoa da Confusão;Cantão;TO;130124
17006;1711951;171195;Lagoa do Tocantins;Capim Dourado;TO;375033
17006;1712009;171200;Lajeado;Capim Dourado;TO;375033
17003;1712157;171215;Lavandeira;Sudeste;TO;98597
17006;1712405;171240;Lizarda;Capim Dourado;TO;375033
17002;1712454;171245;Luzinópolis;Bico do Papagaio;TO;209796
17007;1712504;171250;Marianópolis do Tocantins;Cantão;TO;130124
17008;1712702;171270;Mateiros;Amor Perfeito;TO;111395
17002;1712801;171280;Maurilândia do Tocantins;Bico do Papagaio;TO;209796
17006;1713205;171320;Miracema do Tocantins;Capim Dourado;TO;375033
17006;1713304;171330;Miranorte;Capim Dourado;TO;375033
17008;1713601;171360;Monte do Carmo;Amor Perfeito;TO;111395
17007;1713700;171370;Monte Santo do Tocantins;Cantão;TO;130124
17002;1713809;171380;Palmeiras do Tocantins;Bico do Papagaio;TO;209796
17001;1713957;171395;Muricilândia;Médio Norte Araguaia;TO;301862
17008;1714203;171420;Natividade;Amor Perfeito;TO;111395
17002;1714302;171430;Nazaré;Bico do Papagaio;TO;209796
17001;1714880;171488;Nova Olinda;Médio Norte Araguaia;TO;301862
17007;1715002;171500;Nova Rosalândia;Cantão;TO;130124
17006;1715101;171510;Novo Acordo;Capim Dourado;TO;375033
17003;1715150;171515;Novo Alegre;Sudeste;TO;98597
17003;1715259;171525;Novo Jardim;Sudeste;TO;98597
17008;1715507;171550;Oliveira de Fátima;Amor Perfeito;TO;111395
17004;1715705;171570;Palmeirante;Cerrado Tocantins Araguaia;TO;161802
17005;1715754;171575;Palmeirópolis;Ilha do Bananal;TO;184257
17007;1716109;171610;Paraíso do Tocantins;Cantão;TO;130124
17003;1716208;171620;Paranã;Sudeste;TO;98597
17001;1716307;171630;Pau D'Arco;Médio Norte Araguaia;TO;301862
17004;1716505;171650;Pedro Afonso;Cerrado Tocantins Araguaia;TO;161802
17005;1716604;171660;Peixe;Ilha do Bananal;TO;184257
17004;1716653;171665;Pequizeiro;Cerrado Tocantins Araguaia;TO;161802
17004;1716703;171670;Colméia;Cerrado Tocantins Araguaia;TO;161802
17008;1717008;171700;Pindorama do Tocantins;Amor Perfeito;TO;111395
17001;1717206;171720;Piraquê;Médio Norte Araguaia;TO;301862
17007;1717503;171750;Pium;Cantão;TO;130124
17003;1717800;171780;Ponte Alta do Bom Jesus;Sudeste;TO;98597
17008;1717909;171790;Ponte Alta do Tocantins;Amor Perfeito;TO;111395
17003;1718006;171800;Porto Alegre do Tocantins;Sudeste;TO;98597
17008;1718204;171820;Porto Nacional;Amor Perfeito;TO;111395
17002;1718303;171830;Praia Norte;Bico do Papagaio;TO;209796
17004;1718402;171840;Presidente Kennedy;Cerrado Tocantins Araguaia;TO;161802
17007;1718451;171845;Pugmil;Cantão;TO;130124
17004;1718501;171850;Recursolândia;Cerrado Tocantins Araguaia;TO;161802
17002;1718550;171855;Riachinho;Bico do Papagaio;TO;209796
17003;1718659;171865;Rio da Conceição;Sudeste;TO;98597
17006;1718709;171870;Rio dos Bois;Capim Dourado;TO;375033
17006;1718758;171875;Rio Sono;Capim Dourado;TO;375033
17002;1718808;171880;Sampaio;Bico do Papagaio;TO;209796
17005;1718840;171884;Sandolândia;Ilha do Bananal;TO;184257
17001;1718865;171886;Santa Fé do Araguaia;Médio Norte Araguaia;TO;301862
17004;1718881;171888;Santa Maria do Tocantins;Cerrado Tocantins Araguaia;TO;161802
17005;1718899;171889;Santa Rita do Tocantins;Ilha do Bananal;TO;184257
